strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
127,אֲדָמָה,H,119+אדם,from H119,,N-F,land,"1) ground, land<br>&emsp;1a) ground (as general, tilled, yielding sustenance)<br>&emsp;1b) piece of ground, a specific plot of land<br>&emsp;1c) earth substance (for building or constructing)<br>&emsp;1d) ground as earth's visible surface<br>&emsp;1e) land, territory, country<br>&emsp;1f) whole inhabited earth<br>&emsp;1g) city in Naphtali",ʾădāmā,
128,אֲדָמָה,H,127+אדמה,the same as H127,,N_N--L,Adamah,"Adamah = ""the earth""<br>1) city in Naphtali",ʾădāmā,
129,אֲדָמִי הַנֶּ֫קֶב,H,127+אדמה,from H127,,N_N--L,Adami Nekeb,"Adami = ""man of Adar""<br>1) a pass or fortified place in Naphtali",ʾădāmī hanneqev,
130,אֲדֹמִי,H,123+אדום אדום,patronymic from H123,,N_N--PG,Edomite,1) Edomite,ʾădōmī,
131,אֲדֻמִּים,H,121+אדם,plural of H121,,N_N--L,Adummim,"Adummim = ""ruddy one: quieted ones?""<br>1) pass or ridge of hills, west of Gilgal",ʾădummīm,
132,אַדְמוֹנִי,H,119+אדם,from H119,,A,red,"1) red, ruddy (of Esau as infant)",ʾadmōnī,
133,אַדְמָתָא,H,,probably of Persian derivation,,N_N-M-P,Admatha,"Admatha = ""a testimony to them""<br>1) prince of Persia in reign of Ahasuerus (Xerxes)",ʾadmātāʾ,
134,אֶ֫דֶן,H,113+אדון אדון,from the same as H113 (in the sense of strength),,N-M,socket,"1) base, pedestal, socket (strong, firm)<br>&emsp;1a) pedestals of gold on which marble pillars were set<br>&emsp;1b) pedestals of the earth, foundation of the earth<br>&emsp;1c) pedestals, bases, or sockets on which tabernacle stood",ʾeden,
135,אַדָּן,H,134+אדן,intensive from the same as H134,,N_N--L,Addan,"Addan = ""strong, firm""<br>1) place in Babylon, from which exiles returned",ʾaddān,
136,אֲדֹנָי,H,113+אדון אדון,am emphatic form of H113,,N-M,Lord,"1) my lord, lord<br>&emsp;1a) of men<br>&emsp;1b) of God<br>2) Lord-title, spoken in place of Yahweh in Jewish display of reverence",ʾădōnāy,
137,אֲדֹנִי־בֶ֫זֶק,H,113+אדון אדון|966+בזק,from H113 and H966,,N_N-M-P,Adoni-bezek,"Adoni-Bezek = ""my lord is Besek""<br>1) king of the Canaanite city of Bezek, killed by Israelites",ʾădōnī-vezeq,
138,אֲדֹנִיָּ֫הוּ,H,113+אדון אדון|3050+יה,from H113 and H3050,,N_N-M-P,Adonijah,"Adonijah = ""my lord is Jehovah""<br>1) fourth son of David and Solomon's rival for the throne<br>2) Levite sent by Jehoshaphat to teach the Law<br>3) a chief of the people who co-operated with Nehemiah",ʾădōniyyāhū,
139,אֲדֹנִי־צֶ֫דֶק,H,113+אדון אדון|6664+צדק,from H113 and H6664,,N_N-M-P,Adoni-zedek,"Adoni-zedek = ""my lord is righteous""<br>1) Canaanite king slain by Joshua",ʾădōnī-ṣedeq,
140,אֲדֹנִיקָם,H,113+אדון אדון|6965+קום,from H113 and H6965,,N_N-M-P,Adonikam,"Adonikam = ""my lord arose""<br>1) the head of an Israelite clan who returned from exile",ʾădōnīqām,
141,אֲדֹנִירָם,H,113+אדון אדון|7311+רום,from H113 and H7311,,N_N-M-P,Adoniram,"Adoniram = ""my lord is exalted""<br>1) one of Solomon's officers",ʾădōnīrām,
142,אָדַר,H,,a primitive root,,V,be glorious,"1) to be great, be majestic, wide, noble (poetic)<br>&emsp;1a) (Niphal) majestic, glorious (participle)<br>&emsp;1b) (Hiphil) make glorious",ʾādar,
143,אֲדָר,H,,probably of foreign derivation,,N_N--T,Adar,"Adar = ""glorious""<br>1) twelfth month, corresponding to modern March-April",ʾădār,
144,אֲדָר,A,143+אדר,(Aramaic) corresponding to H143,,N_N--T,Adar,"Adar = ""glorious""<br>1) twelfth month, corresponding to modern March or April",ʾădār,
145,אֶ֫דֶר,H,142+אדר,from H142,,N,robe,"1) glory, magnificence<br>2) mantle, cloak (as wide)",ʾeder,
146,אַדָּר,H,142+אדר,intensive from H142,,N_N-M-P;N_N--L,Addar,"Addar or Adar = ""exceeding glorious""<br>1) son of Bela and Benjamin's grandson<br>2) city in Judah near Edom",ʾaddār,
147,אִדַּר,A,142+אדר,"(Aramaic) intensive, from a root corresponding to H142",,N-F,threshing floor,1) threshing floor,ʾiddar,
148,אֲדַרְגָּזֵר,A,147+אדר|1505+גזר,"(Aramaic) from the same as H147, and H1505",,N-M,judge,"1) judge (diviner), counsellor",ʾădargāzēr,
149,אַדְרַזְדָּא,A,,(Aramaic) probably of Persian origin,,ADV,diligently,"1) correctly, exactly, diligently, earnestly",ʾadrazdāʾ,
150,אֲדַרְכֹּן,H,,of Persian origin,,N-M,dram,"1) drachma, dram, daric-unit of weight and value (of gold, money) equal to 128 grains or 4.32 grams",ʾădarkōn,
151,אֲדֹרָם,H,141+אדונירם,contracted for H141,,N_N-M-P,Adoram,"Adoram = ""my lord is exalted""<br>1) an officer of David<br>2) an officer of Rehoboam",ʾădōrām,
152,אַדְרַמֶּ֫לֶךְ,H,142+אדר|4428+מלך,from H142 and H4428,,N_N-M-P;N_N-M-T,Adrammelech,"Adrammelech = ""honour of the king"" or ""Adar is prince"" or ""Adar is Counsellor, Decider""<br>1) an idol or god of the Sepharvites, introduced to Israel by Shalmaneser the fifth<br>2) the son and murderer of Sennacherib",ʾadrammelex,
153,אֶדְרַע,A,1872+דרע,(Aramaic) an orthographical variation for H1872,,N-F,force,"1) strong, force, arm, power",ʾedraʿ,
154,אֶדְרֶ֫עִי,H,153+אדרע,from the equivalent of H153,,N_N--L,Edrei,"Edrei = ""goodly pasture""<br>1) a chief city of Bashan, north of Jabbok river",ʾedreʿī,
155,אַדֶּ֫רֶת,H,117+אדיר,feminine of H117,,N-F,clothing,"1) glory, cloak<br>&emsp;1a) glory, splendour, magnificence (of a vine, shepherds)<br>&emsp;1b) mantle, cloak made of fur or fine material<br>&emsp;&emsp;1b1) prophet's garment",ʾadderet,
156,אָדַשׁ,H,,a primitive root,,V,to thresh,"1) (Qal) to tread, tread on, thresh, trample on",ʾādaš,
157,אָהֵב,H,,a primitive root,,V,to love,"1) to love<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) human love for another, includes family, and sexual<br>&emsp;&emsp;1a2) human appetite for objects such as food, drink, sleep, wisdom<br>&emsp;&emsp;1a3) human love for or to God<br>&emsp;&emsp;1a4) act of being a friend<br>1a4a) lover (participle)<br>1a4b) friend (participle)<br>&emsp;&emsp;1a5) God's love toward man<br>1a5a) to individual men<br>1a5b) to people Israel<br>1a5c) to righteousness<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) lovely (participle)<br>&emsp;&emsp;1b2) loveable (participle)<br>&emsp;1c) (Piel)<br>&emsp;&emsp;1c1) friends<br>&emsp;&emsp;1c2) lovers (fig. of adulterers)<br>2) to like",ʾāhēv,
158,אַ֫הַב,H,157+אהב אהב,from H157,,N-M,lover,"1) loves, amours (only in plural) ahbym<br>2) (TWOT) love",ʾahav,
159,אֹ֫הַב,H,156+אדשׁ,from H156,,N-M,beloved,1) loved object<br>2) (TWOT) love,ʾōhav,
160,אַהֲבָה,H,158+אהב,feminine of H158 and meaning the same,,N-F,love,1) love<br>&emsp;1a) human love for human object<br>&emsp;&emsp;1a1) of man toward man<br>&emsp;&emsp;1a2) of man toward himself<br>&emsp;&emsp;1a3) between man and woman<br>&emsp;&emsp;1a4) sexual desire<br>2) God's love to His people,ʾahăvā,
161,אֹ֫הַד,H,,from an unused root meaning to be united,,N_N-M-P,Ohad,"Ohad = ""united""<br>1) son of Simeon and grandson of Jacob",ʾōhad,
162,אֲהָהּ,H,,apparently a primitive word expressing pain exclamatorily,,INJ,alas!,"1) alas!, oh!, ah!",ʾăhāh,
163,אַהֲוָא,H,,probably of foreign origin,,N_N--L,Ahava,"Ahava = ""I shall subsist""<br>1) town or area in Babylonia",ʾahăwāʾ,
164,אֵהוּד,H,161+אוהד,from the same as H161,,N_N-M-P,Ehud,"Ehud = ""I will give thanks: I will be praised"" or ""undivided, union"" in (1Ch. 8:6) only<br>1) Benjamite judge of Israel, deliverer of Israel from Moab<br>2) another Benjamite, son of Bilhan (1Ch 8:6)",ʾēhūd,
165,אֱהִי,H,346+איה,apparently an orthographical variation for H346,,ADV,where?,1) where,ʾĕhī,
166,אָהַל,H,,a primitive root,,V,to shine,"1) (Hiphil) to be clear, shine",ʾāhal,
167,אָהַל,H,168+אוהל,a denominative from H168,,V,to pitch,"1) to pitch a tent, to move a tent<br>&emsp;1a) (Qal) pitch or remove a tent<br>&emsp;1a) (Piel) to pitch one's tent",ʾāhal,
168,אֹ֫הֶל,H,166+אהל,from H166,,N-M,tent,"1) tent<br>&emsp;1a) nomad's tent, and thus symbolic of wilderness life, transience<br>&emsp;1b) dwelling, home, habitation<br>&emsp;1c) the sacred tent of Jehovah (the tabernacle)",ʾōhel,
169,אֹ֫הֶל,H,168+אוהל,the same as H168,,N_N-M-P,Ohel,"Ohel = ""tent""<br>1) son of Zerubbabel",ʾōhel,
170,אׇהֳלָה,H,168+אוהל,from H168,,N_N-F-P,Aholah,"Aholah = ""her own tent""<br>1) Samaria as an adulteress with Assyria (metaph)",ʾohŏlā,
171,אׇהֳלִיאָב,H,168+אוהל|1+אב,from H168 and H1,,N_N-M-P,Aholiab,"Aholiab = ""Father's tent""<br>1) chief assistant of Bezaleel in construction of the tabernacle",ʾohŏlīʾāv,
172,אׇהֳלִיבָה,H,168+אוהל,from H168,,N_N-F-P,Aholibah,"Aholibah = ""woman of the tent"" or ""the tent is in her""<br>1) (metaph) Jerusalem as adulterous wife of Jehovah",ʾohŏlīvā,
173,אׇהֳלִיבָמָה,H,168+אוהל|1116+במה,from H168 and H1116,,N_N-F-P,Aholibamah,"Aholibamah = ""tent of the high place""<br>1) wife of Esau<br>2) an Edomite chieftain",ʾohŏlīvāmā,
174,אָהָל,H,,of foreign origin,,N-F,aloe,"1) aloes, aloe tree<br>&emsp;1a) aloe tree<br>&emsp;1b) aloe (perfume)",ʾāhāl,
175,אַהֲרֹן,H,,of uncertain derivation,,N_N-M-P,Aaron,"Aaron = ""light bringer""<br>1) brother of Moses, a Levite and the first high priest",ʾahărōn,
176,אוֹ,H,185+אוה,short for H185,"אוֹ, אוֹ",CONJ|N-M,or|desire,"1) or, rather<br>&emsp;1a) implying that the latter choice is preferred<br>&emsp;1b) or if, introducing an example to be seen under a particular principle<br>&emsp;1c) (in series) either...or, whether...or<br>&emsp;1d) if perchance<br>&emsp;1e) except, or else<br>2) whether, not the least, if, otherwise, also, and, then|1) desire",ʾō,m
177,אוּאֵל,H,176+או או|410+אל,from H176 and H410,,N_N-M-P,Uel,"Uel = ""wish or will of God""<br>1) a Judean who had taken a foreign woman during the exile",ʾūʾēl,
178,אוֹב,H,1+אב,from the same as H1 (apparently through the idea of prattling a father's name),,N-M,medium,"1) water skin bottle<br>2) necromancer<br>&emsp;1b) necromancer, one who evokes the dead<br>&emsp;1c) ghost, spirit of a dead one<br>&emsp;1d) practice of necromancy<br>3) one that has a familiar spirit",ʾōv,
179,אוֹבִיל,H,56+אבל,probably from H56,,N_N-M-P,Obil,"Obil = ""camel driver""<br>1) manager of David's camels",ʾōvīl,
180,אוּבַל,H,2986+יבל|2988+יבל,from H2986 (in the sense of H2988),,N-M,river,"1) stream, river",ʾūval,
181,אוּד,H,,from an unused root meaning to rake together,,N-M,firebrand,"1) brand, fire brand",ʾūd,
182,אוֹדָה,H,181+אוד,from the same as H181,,N-F,because,"1) cause<br>&emsp;1a) cause, reason for<br>&emsp;1b) the occasion of",ʾōdā,
183,אָוָה,H,,a primitive root,,V,to desire,"1) desire, incline, covet, wait longingly, wish, sigh, want, be greedy, prefer<br>&emsp;1a) (Piel) to desire, crave (food and drink)<br>&emsp;1b) (Hithpael) to desire, long for, lust after (of bodily appetites)",ʾāwā,
184,אָוָה,H,,a primitive root,,V,to mark,"1) to sign, mark, describe with a mark<br>&emsp;1a) (Hithpael) to measure, mark out, mark you out",ʾāwā,
185,אַוָּה,H,183+אוה,from H183,,N-F,desire,"1) desire, lust, will (not necessarily evil)",ʾawwā,
186,אוּזַי,H,5813+עוזי,"perhaps by permutation for H5813, strong",,N_N-M-P,Uzai,"Uzai = ""I shall have my sprinklings""<br>1) a Judean, one of the repairers of Jerusalem's walls",ʾūzay,
187,אוּזָל,H,,of uncertain derivation,,N_N-M-P,Uzal,"Uzal = ""I shall be flooded""<br>1) sixth son Joktan",ʾūzāl,
188,אוֹי,H,183+אוה,probably from H183 (in the sense of crying out after),,INJ,woe!,1) woe! alas! oh!<br>&emsp;1a) passionate cry of grief or despair,ʾōy,
189,אֱוִי,H,183+אוה,probably from H183,,N_N-M-P,Evi,"Evi = ""my desire""<br>1) one of five chiefs of Midian",ʾĕwī,
190,אוֹיָה,H,188+אוי,feminine of H188,,INJ,woe!,1) woe!,ʾōyā,
191,אֱוִיל,H,,from an unused root (meaning to be perverse),,A-M,fool(ish),"1) be foolish, foolish<br>&emsp;1a) (subst)<br>&emsp;&emsp;1a1) of one who despises wisdom<br>&emsp;&emsp;1a2) of one who mocks when guilty<br>&emsp;&emsp;1a3) of one who is quarrelsome<br>&emsp;&emsp;1a4) of one who is licentious",ʾĕwīl,
192,אֱוִיל מְרֹדַךְ,H,,of Aramaic derivation and probably meaning soldier of Merodak,,N_N-M-P,Evil-merodach,"Evil Merodach = ""man of Merodach""<br>1) son and successor of Nebuchadnezzar, king of Neo-Babylonian empire, 562-560 BC",ʾĕwīl mᵊrōdax,
193,אוּל,H,,"from an unused root meaning to twist, by implication, to be strong","אוּל, אוּל",N-M,strength|mighty,"1) prominence<br>&emsp;1a) body, belly (contemptuous)|1) nobles, wealthy men",ʾūl,m
194,אוּלַי,H,176+או או,from H176,,ADV,perhaps,"1) perhaps, peradventure<br>2) if peradventure<br>3) unless<br>4) suppose",ʾūlay,
195,אוּלַי,H,,of Persian derivation,,N_N--L,Ulai,"Ulai = ""my leaders (mighties)""<br>1) river of Elam",ʾūlay,
196,אֱוִלִי,H,191+אויל,from H191,,A,foolish,1) foolish,ʾĕwilī,
197,אוּלָם,H,481+אלם,from H481 (in the sense of tying),,N-M,porch,1) porch<br>&emsp;1a) in Solomon's temple<br>&emsp;1b) in Solomon's palace<br>&emsp;1c) in temple of Ezekiel's vision,ʾūlām,
198,אוּלָם,H,481+אלם,"appar, from H481 (in the sense of dumbness)",,N_N-M-P,Ulam,"Ulam = ""their leader: vestibule""<br>1) a Manassite<br>2) a Benjamite of Saul's family",ʾūlām,
199,אוּלָם,H,194+אולי אולי,apparently a variation of H194,,ADV,but,"1) but, but indeed (a strong adversative)<br>2) however, nevertheless",ʾūlām,
200,אִוֶּ֫לֶת,H,191+אויל,from the same as H191,,N-F,folly,"1) foolishness, folly",ʾiwwelet,
201,אוֹמָר,H,559+אמר,from H559,,N_N-M-P,Omar,"Omar = ""speaker"" or ""eloquent""<br>1) grandson of Esau",ʾōmār,
202,אוֹן,H,205+און,"probably from the same as H205 (in the sense of effort, but successful)",,N-M,strength,"1) vigour, generative power<br>2) wealth<br>3) physical strength (of men and behemoth)",ʾōn,
203,אוֹן,H,202+און,the same as H202,,N_N-M-P,On,"On = ""wealth"" or ""vigour""<br>1) a chief of the tribe of Reuben",ʾōn,
204,אֹן,H,,of Egyptian derivation,,N_N--L,On,"On = ""strength or vigour""<br>1) city in lower Egypt, bordering land of Goshen, centre of sun-worship, residence of Potipherah (priest of On and father-in-law of Joseph)",ʾōn,
205,אָ֫וֶן,H,,"from an unused root perhaps meaning properly, to pant (hence, to exert oneself, usually in vain; to come to naught)",,N-M,iniquity,"1) trouble, wickedness, sorrow<br>&emsp;1a) trouble, sorrow<br>&emsp;1b) idolatry<br>&emsp;1c) trouble of iniquity, wickedness",ʾāwen,
206,אָ֫וֶן,H,205+און,the same as H205,,N_N--L,Aven,"Aven = ""vanity""<br>1) a name used contemptuously for the following places of idolatrous worship<br>&emsp;1a) a city in Egypt, possibly On (Eze 30:17)<br>&emsp;1b) Bethel with its calf worship (Ho 10:8)<br>&emsp;1c) A town or region in Syria (Am 1:5)",ʾāwen,
207,אוֹנוֹ,H,202+און,prolonged from H202,,N_N--L,Ono,"Ono = ""vigorous""<br>1) city in Benjamin<br>2) a valley (of craftsman)",ʾōnō,
208,אוֹנָם,H,209+אונן,a variation of H209,,N_N-M-P,Onam,"Onam = ""vigorous""<br>1) a Horite chief, grandson of Seir<br>2) son Jerahmeel, a chief of Judah",ʾōnām,
209,אוֹנָן,H,207+אונו אונו,a variation of H207,,N_N-M-P,Onan,"Onan = ""strong""<br>1) second son of Judah, slain by God for not fulfilling the levitical requirement to beget a child with the wife of a dead, childless brother",ʾōnān,
210,אוּפָז,H,211+אופיר אופיר אופר,perhaps a corruption of H211,,N_N--L,Uphaz,"Uphaz = ""desire of fine gold""<br>1) a place famous for its gold (site unknown)",ʾūfāz,
211,אוֹפִיר,H,,of uncertain derivation,,N_N--L;N_N-M-P,Ophir,"Ophir = ""reducing to ashes""<br>1) eleventh son of Joktan<br>2) a land or city in southern Arabia in Solomon's trade route where gold evidently was traded for goods<br>3) characteristic of fine gold<br>4) fine gold",ʾōfīr,
212,אוֹפָן,H,,from an unused root meaning to revolve,,N-M,wheel,1) wheel<br>&emsp;1a) chariot wheel<br>&emsp;1b) wheel in Ezekiel's vision<br>&emsp;1c) wheels of the ten bases beneath the lavers in Solomon's temple,ʾōfān,
213,אוּץ,H,,a primitive root,,V,to hasten,"1) to press, be pressed, make haste, urge, be narrow<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to press, hasten<br>&emsp;&emsp;1a2) to be pressed, confined, narrow<br>&emsp;&emsp;1a3) to hasten, make haste<br>&emsp;&emsp;1a4) be narrow<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to urge, insist<br>&emsp;&emsp;1b2) to hasten",ʾūṣ,
214,אוֹצָר,H,686+אצר,from H686,,N-M,treasure,"1) treasure, storehouse<br>&emsp;1a) treasure (gold, silver, etc)<br>&emsp;1b) store, supplies of food or drink<br>&emsp;1c) treasure-house, treasury<br>&emsp;&emsp;1c1) treasure-house<br>&emsp;&emsp;1c2) storehouse, magazine<br>&emsp;&emsp;1c3) treasury<br>&emsp;&emsp;1c4) magazine of weapons (fig. of God's armoury)<br>&emsp;&emsp;1c5) storehouses (of God for rain, snow, hail, wind, sea)",ʾōṣār,
215,אוֹר,H,,a primitive root,,V,to light,"1) to be or become light, shine<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to become light (day)<br>&emsp;&emsp;1a2) to shine (of the sun)<br>&emsp;&emsp;1a3) to become bright<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to be illuminated<br>&emsp;&emsp;1b2) to become lighted up<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to give light, shine (of sun, moon, and stars)<br>&emsp;&emsp;1c2) to illumine, light up, cause to shine, shine<br>&emsp;&emsp;1c3) to kindle, light (candle, wood)<br>&emsp;&emsp;1c4) lighten (of the eyes, his law, etc)<br>&emsp;&emsp;1c5) to make shine (of the face)",ʾōr,
216,אוֹר,H,215+אור,from H215,,N-F,light,"1) light<br>&emsp;1a) light of day<br>&emsp;1b) light of heavenly luminaries (moon, sun, stars)<br>&emsp;1c) day-break, dawn, morning light<br>&emsp;1d) daylight<br>&emsp;1e) lightning<br>&emsp;1f) light of lamp<br>&emsp;1g) light of life<br>&emsp;1h) light of prosperity<br>&emsp;1i) light of instruction<br>&emsp;1j) light of face (fig.)<br>&emsp;1k) Jehovah as Israel's light",ʾōr,
217,אוּר,H,215+אור,from H215,"אֻרִים, אוּר",N-M,flame,"1) flame, light of fire|1) region of light, East",ʾūr,
218,אוּר,H,217+אור,the same as H217,"אוּר, אוּר",N_N-M-P|N_N--L,Ur,"Ur = ""flame""<br>n pr m<br>1) father of one of David's heroes|Ur = ""flame""<br>n pr loc<br>1) city in southern Babylonia, city of the Chaldeans, centre of moon worship, home of Abraham's father, Terah, and departure point for the Abraham's migration to Mesopotamia and Canaan",ʾūr,m
219,אוֹרָה,H,216+אור,feminine of H216,"אוֹרָה, אוֹרָה",N-F,light|herb,1) light<br>2) light of joy and happiness (fig.)|herb,ʾōrā,m
220,אֲוֵרָה,H,723+אורוה אריה,by transposition for H723,,N-F,stall,"1) manger, stall, crib",ʾăwērā,
221,אוּרִי,H,217+אור,from H217,,N_N-M-P,Uri,"Uri = ""fiery""<br>1) a prince of Judah, a son of Hur who was used by God to prepare the tabernacle<br>2) an officer (or the father of an officer) of Solomon in Gilead<br>3) a porter or gatekeeper in time of Ezra who took a foreign woman as wife",ʾūrī,
