strongNumber,etymDesc,heading,entrycontent
193,"from an unused root meaning to twist, by implication, to be strong",strength|mighty,"1) prominence<br>&emsp;1a) body, belly (contemptuous)|1) nobles, wealthy men"
194,from H176,perhaps,"1) perhaps, peradventure<br>2) if peradventure<br>3) unless<br>4) suppose"
195,of Persian derivation,Ulai,"Ulai = ""my leaders (mighties)""<br>1) river of Elam"
196,from H191,foolish,1) foolish
197,from H481 (in the sense of tying),porch,1) porch<br>&emsp;1a) in Solomon's temple<br>&emsp;1b) in Solomon's palace<br>&emsp;1c) in temple of Ezekiel's vision
198,"appar, from H481 (in the sense of dumbness)",Ulam,"Ulam = ""their leader: vestibule""<br>1) a Manassite<br>2) a Benjamite of Saul's family"
199,apparently a variation of H194,but,"1) but, but indeed (a strong adversative)<br>2) however, nevertheless"
200,from the same as H191,folly,"1) foolishness, folly"
201,from H559,Omar,"Omar = ""speaker"" or ""eloquent""<br>1) grandson of Esau"
202,"probably from the same as H205 (in the sense of effort, but successful)",strength,"1) vigour, generative power<br>2) wealth<br>3) physical strength (of men and behemoth)"
203,the same as H202,On,"On = ""wealth"" or ""vigour""<br>1) a chief of the tribe of Reuben"
204,of Egyptian derivation,On,"On = ""strength or vigour""<br>1) city in lower Egypt, bordering land of Goshen, centre of sun-worship, residence of Potipherah (priest of On and father-in-law of Joseph)"
205,"from an unused root perhaps meaning properly, to pant (hence, to exert oneself, usually in vain; to come to naught)",iniquity,"1) trouble, wickedness, sorrow<br>&emsp;1a) trouble, sorrow<br>&emsp;1b) idolatry<br>&emsp;1c) trouble of iniquity, wickedness"
206,the same as H205,Aven,"Aven = ""vanity""<br>1) a name used contemptuously for the following places of idolatrous worship<br>&emsp;1a) a city in Egypt, possibly On (Eze 30:17)<br>&emsp;1b) Bethel with its calf worship (Ho 10:8)<br>&emsp;1c) A town or region in Syria (Am 1:5)"
207,prolonged from H202,Ono,"Ono = ""vigorous""<br>1) city in Benjamin<br>2) a valley (of craftsman)"
208,a variation of H209,Onam,"Onam = ""vigorous""<br>1) a Horite chief, grandson of Seir<br>2) son Jerahmeel, a chief of Judah"
209,a variation of H207,Onan,"Onan = ""strong""<br>1) second son of Judah, slain by God for not fulfilling the levitical requirement to beget a child with the wife of a dead, childless brother"
210,perhaps a corruption of H211,Uphaz,"Uphaz = ""desire of fine gold""<br>1) a place famous for its gold (site unknown)"
211,of uncertain derivation,Ophir,"Ophir = ""reducing to ashes""<br>1) eleventh son of Joktan<br>2) a land or city in southern Arabia in Solomon's trade route where gold evidently was traded for goods<br>3) characteristic of fine gold<br>4) fine gold"
212,from an unused root meaning to revolve,wheel,1) wheel<br>&emsp;1a) chariot wheel<br>&emsp;1b) wheel in Ezekiel's vision<br>&emsp;1c) wheels of the ten bases beneath the lavers in Solomon's temple
213,a primitive root,to hasten,"1) to press, be pressed, make haste, urge, be narrow<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to press, hasten<br>&emsp;&emsp;1a2) to be pressed, confined, narrow<br>&emsp;&emsp;1a3) to hasten, make haste<br>&emsp;&emsp;1a4) be narrow<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to urge, insist<br>&emsp;&emsp;1b2) to hasten"
214,from H686,treasure,"1) treasure, storehouse<br>&emsp;1a) treasure (gold, silver, etc)<br>&emsp;1b) store, supplies of food or drink<br>&emsp;1c) treasure-house, treasury<br>&emsp;&emsp;1c1) treasure-house<br>&emsp;&emsp;1c2) storehouse, magazine<br>&emsp;&emsp;1c3) treasury<br>&emsp;&emsp;1c4) magazine of weapons (fig. of God's armoury)<br>&emsp;&emsp;1c5) storehouses (of God for rain, snow, hail, wind, sea)"
215,a primitive root,to light,"1) to be or become light, shine<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to become light (day)<br>&emsp;&emsp;1a2) to shine (of the sun)<br>&emsp;&emsp;1a3) to become bright<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to be illuminated<br>&emsp;&emsp;1b2) to become lighted up<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to give light, shine (of sun, moon, and stars)<br>&emsp;&emsp;1c2) to illumine, light up, cause to shine, shine<br>&emsp;&emsp;1c3) to kindle, light (candle, wood)<br>&emsp;&emsp;1c4) lighten (of the eyes, his law, etc)<br>&emsp;&emsp;1c5) to make shine (of the face)"
216,from H215,light,"1) light<br>&emsp;1a) light of day<br>&emsp;1b) light of heavenly luminaries (moon, sun, stars)<br>&emsp;1c) day-break, dawn, morning light<br>&emsp;1d) daylight<br>&emsp;1e) lightning<br>&emsp;1f) light of lamp<br>&emsp;1g) light of life<br>&emsp;1h) light of prosperity<br>&emsp;1i) light of instruction<br>&emsp;1j) light of face (fig.)<br>&emsp;1k) Jehovah as Israel's light"
217,from H215,flame,"1) flame, light of fire|1) region of light, East"
218,the same as H217,Ur,"Ur = ""flame""<br>n pr m<br>1) father of one of David's heroes|Ur = ""flame""<br>n pr loc<br>1) city in southern Babylonia, city of the Chaldeans, centre of moon worship, home of Abraham's father, Terah, and departure point for the Abraham's migration to Mesopotamia and Canaan"
219,feminine of H216,light|herb,1) light<br>2) light of joy and happiness (fig.)|herb
220,by transposition for H723,stall,"1) manger, stall, crib"
221,from H217,Uri,"Uri = ""fiery""<br>1) a prince of Judah, a son of Hur who was used by God to prepare the tabernacle<br>2) an officer (or the father of an officer) of Solomon in Gilead<br>3) a porter or gatekeeper in time of Ezra who took a foreign woman as wife"
222,from H217 and H410,Uriel,"Uriel = ""God (El) is my light""<br>1) chief of the Levitical line of Kohath in David's time<br>2) maternal grandfather of Abijah"
223,from H217 and H3050,Uriah|Urijah,"Uriah or Urijah = ""Jehovah (Yahweh) is my light (flame)""<br>1) Hittite husband of Bathsheba<br>2) a priest who built king Ahaz' heathen altar<br>3) a priest who rebuilt Jerusalem's wall|Uriah or Urijah = ""Jehovah (Yahweh) is my light (flame)""<br>1) a prophet slain by Jehoiakim"
224,plur of H217,Urim,"Urim = ""lights""<br>1) stones kept in a pouch on the high-priest's breastplate, used in determining God's decision in certain questions and issues"
225,a primitive root,to consent,"1) (Niphal) to consent, agree"
226,probably from H225 (in the sense of appearing),sign,"1) sign, signal<br>&emsp;1a) a distinguishing mark<br>&emsp;1b) banner<br>&emsp;1c) remembrance<br>&emsp;1d) miraculous sign<br>&emsp;1e) omen<br>&emsp;1f) warning<br>2) token, ensign, standard, miracle, proof"
227,a demonstrative adverb,then|after,"1) then, at that time<br>&emsp;1a) temporal expressions<br>&emsp;&emsp;1a1) then (past)<br>&emsp;&emsp;1a2) then, if...then (future)<br>&emsp;&emsp;1a3) earlier<br>&emsp;1b) logical expressions<br>&emsp;&emsp;1b1) in that case<br>&emsp;&emsp;1b2) that (being so)|1)in time past, of old<br>2)from time of, since"
228,a primary root,to heat,"1) (P'al) make hot, heat"
229,probably from H231,Ezbai,"Ezbai = ""my humblings""<br>1) father of one of David's mighty men"
230,(Aramaic) of uncertain derivation,gone,1) (P'al) to be gone
231,probably of foreign derivation,hyssop,"1) hyssop, a plant used for medicinal and religious purposes"
232,from H246,girdle,"1) waist-cloth, the innermost piece of clothing<br>&emsp;1a) of God's power over kings (fig.)<br>&emsp;1b) of faithfulness (metaph)<br>2) waistband"
233,probably from H227,then,"1) then, in that case"
234,from H2142,memorial,"1) memorial-offering, the portion of the meal (food) offering which is burned"
235,a primitive root,be gone,"1) to go, to go away, to go about<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to go away<br>&emsp;&emsp;1a2) to go about<br>&emsp;&emsp;1a3) to be used up, be exhausted, be gone, evaporated<br>&emsp;1b) (Pual) to go to and fro"
236,(Aramaic) the same as H235,to go,"1) to go, to go off<br>&emsp;1a) (P'al) to go, go off"
237,from H235,Ezel,"Ezel = ""departure""<br>1) a memorial stone between Ramah and Nob; scene of final farewell between David and Jonathan"
238,"a primitive root, probably to expand; but used only as a denominative from H241",to listen,"1) to hear, listen<br>&emsp;1a) (Hiphil)<br>&emsp;&emsp;1a1) to hear, listen, give ear<br>&emsp;&emsp;1a2) to be obedient, harken<br>&emsp;&emsp;1a3) to hear or listen to prayers (of God)"
239,a primitive root (rather identical with H238 through the idea of scales as if two ears),to ponder,"1) (Piel) weigh, test, prove, consider"
240,from H238,weapon,"1) tools, implements, weapons"
241,from H238,ear,"1) ear, as part of the body<br>2) ear, as organ of hearing<br>3) (subjective) to uncover the ear to reveal; the receiver of divine revelation"
242,from H238 and H7609,Uzzen-sheerah,"Uzzen Sherah = ""portion of Sherah""<br>1) city built by Sherah, Ephraim's daughter"
243,from H238 and H8396,Aznoth-tabor,"Aznoth Tabor = ""peaks of Tabor""<br>1) a pair of hills on Naphtali's border"
244,from H241,Ozni|Oznite,"Ozni or Oznite = ""my ear (hearing)""<br>n pr m<br>1) son of Gad|Ozni or Oznite = ""my ear (hearing)""<br>n pr m<br>1) pertaining to Ozni and his descendants"
245,from H238 and H3050,Azaniah,"Azaniah = ""Jehovah (Yahweh) hears""<br>1) the father of Jeshua, a Levite"
246,a variation for H2131,chains,"1) chains, manacles"
247,a primitive root,to gird,"1) gird, encompass, equip, clothe<br>&emsp;1a) (Qal) to gird, gird on (metaphorical of strength)<br>&emsp;1b) (Niphal) be girded<br>&emsp;1c)(Piel) hold close, clasp<br>&emsp;1d) (Hiphpael) gird oneself (for war)"
248,a variation for H2220,arm,1) arm
249,from H2224 (in the sense of springing up),born,"1) a native (one rising from the soil)<br>&emsp;1a) of man, native Israelites<br>&emsp;1b) of tree, native (to Israel)"
250,patronymic from H2246,Ezrahite,"Ezraite = ""a native (as arising out of the soil)""<br>1) Ezrahite, of the family of Zerach"
251,a primitive word. Compare also the proper names beginning wit A- or Ai-,brother,"1) brother<br>&emsp;1a) brother of same parents<br>&emsp;1b) half-brother (same father)<br>&emsp;1c) relative, kinship, same tribe<br>&emsp;1d) each to the other (reciprocal relationship)<br>&emsp;1e) (fig.) of resemblance"
252,(Aramaic) corresponding to H251,brother,1) brother
253,a variation for H162,ah!,"1) ah!, alas!, woe!"
254,of uncertain derivation,hearth,"1) fire-pot, brazier"
255,probably from H253,howling animal,1) howling animal<br>&emsp;1a) jackal<br>&emsp;1b) hyena
256,from H251 and H1,Ahab,"Ahab = ""father's brother""<br>1) king of Israel, son of Omri, husband of Jezebel<br>2) false prophet executed by Nebuchadrezzar, time of Jeremiah"
257,from H251 and H995,Ahban,"Ahban = ""brother of an understanding (intelligent) one""<br>1) son of Abishur of Judah"
258,perhaps a primitive root,to go either way,"1) (Hithpael) to go one way or another, to be sharp"
259,a numeral from H258,one,"1) one (number)<br>&emsp;1a) one (number)<br>&emsp;1b) each, every<br>&emsp;1c) a certain<br>&emsp;1d) an (indefinite article)<br>&emsp;1e) only, once, once for all<br>&emsp;1f) one...another, the one...the other, one after another, one by one<br>&emsp;1g) first<br>&emsp;1h) eleven (in combination), eleventh (ordinal)"
260,of uncertain (perhaps Egyptian) derivation,meadow,"1) reeds, marsh plants, rushes"
261,from H258,Ehud,"Ehud = ""united""<br>1) great grandson of Benjamin"
262,from H2331 (in the sense of H2324),declaration,1) declaration
263,(Aramaic) corresponding to H262,explanation,"1) declaration, a declaring"
264,from H251,brotherhood,"1) fraternity, brotherhood"
265,by reduplication from H251,Ahoah,"Ahoah = ""brother of rest""<br>1) a grandson of Benjamin"
266,patronymic from H264,Ahohite,"Ahohite = ""brother of rest""<br>1) one of the clan of Ahoah"
267,perhaps from H251 and H4325,Ahumai,"Ahumai = ""a water reed: brother of waters""<br>1) grandson of Shobal, descendant of Judah"
268,from H299,back,"1) the back side, the rear<br>&emsp;1a) backwards<br>&emsp;1b) hereafter (of time)<br>&emsp;1c) behind"
269,irregular feminine of H251,sister,1) sister<br>&emsp;1a) sister (same parents)<br>&emsp;1b) half-sister (same father)<br>&emsp;1c) relative<br>&emsp;&emsp;1c1)(metaph) of Israel's and Judah's relationship<br>&emsp;1d) beloved<br>&emsp;&emsp;1d1) bride<br>&emsp;1e) (fig.) of intimate connection<br>&emsp;1f) another
270,a primitive root,to grasp,"1) grasp, take hold, seize, take possession<br>&emsp;1a) (Qal) to grasp, take hold of<br>&emsp;1b) (Niphal) to be caught, grasped, be settled<br>&emsp;1c) (Piel) to enclose, overlay<br>&emsp;1d) (Hophal) fastened"
271,from H270,Ahaz,"Ahaz = ""he has grasped""<br>1) king of Judah, son Jotham, father of Hezekiah<br>2) a Benjamite, son of Micah, and great grandson of Jonathan"
272,feminine passive participle from H270,possession,"1) possession, property<br>&emsp;1a) land<br>&emsp;1b) possession by inheritance"
273,from H270,Ahzai,"Ahasai = ""my holder, protector""<br>1) a post-exilic priest, in Jerusalem"
274,from H270 and H3050,Ahaziah,"Ahaziah = ""Jehovah (Yahu) holds (possesses)""<br>1) ruler of Israel, son of Ahab<br>2) ruler of Judah, son of Jehoram (Joram)"
275,from H270,Ahuzzam,"Ahuzam = ""possessor""<br>1) a descendant of Judah through Caleb"
276,a variation of H272,Ahuzzath,"Ahuzzath = ""possession""<br>1) friend of Abimelech"
277,from H251,Ahi,"Ahi = ""my brother""<br>1) a head of the families of Gad<br>2) an Asherite"
278,probably the same as H277,Ehi,"Ehi = ""my brother""<br>1) son of Benjamin"
279,from H251 and H517,Ahiam,"Ahiam = ""mother's brother""<br>1) one of David's warriors (heroes)"
280,"(Aramaic) corresponding to H2420, an enigma",riddle,"1) puzzle, riddle"
281,from H251 and H3050,Ahiah,"Ahiah or Ahijah = ""brother of Jehovah (Yahu)""<br>1) grandson of Phinehas<br>2) scribe of Solomon<br>3) a prophet who predicted the revolt of the Northern tribes<br>4) father of Baasha, who usurped the Northern throne<br>5) grandson of Hezron (or mother of 1-4 above)<br>6) a Benjamite, son of Ehud<br>7) one of David's heroes<br>8) a Levite during David's time<br>9) a chief man under Nehemiah"
282,from H251 and H1935,Ahihud,"Ahihud = ""brother of majesty""<br>1) a prince of Asher"
283,prolonged from H251,Ahio,"Ahio = ""brotherly"" or ""fraternal""<br>1) son of Abinadab who sheltered the ark<br>2) a Benjamite<br>3) another Benjamite of Saul's ancestry"
284,from H251 and H2330,Ahihud,"Ahihud = ""brother of mystery""<br>1) a Benjamite, son of Ehud"
285,from H251 and H2898,Ahitub,"Ahitub = ""my brother is good (goodness)""<br>1) a grandson of Eli<br>2) the father of Zadok the priest"
286,from H251 and H3205,Ahilud,"Ahilud = ""child's brother""<br>1) father of Jehoshaphat, David's recorder<br>2) father of Baana, an officer of Solomon"
287,from H251 and H4191,Ahimoth,"Ahimoth = ""brother of death"" or ""my brother is death""<br>1) a son of Elkanah, a Levite"
288,from H251 and H4428,Ahimelech,"Ahimelech = ""my brother is king"" or ""brother of Melek""<br>1) a priest murdered by Doeg at Saul's command, for supposedly assisting David<br>2) a Hittite warrior under David"
289,from H251 and H4480,Ahiman,"Ahiman = ""my brother is a gift""<br>1) a son of Anak<br>2) a Levite servant in the temple"
290,from H251 and the equivalent of H4619,Ahimaaz,"Ahimaaz = ""my brother is anger (wrath)""<br>1) father-in-law of Saul<br>2) Zadok's son who aided David during Absalom's rebellion<br>3) a supply officer of Solomon"
291,from H251,Ahian,"Ahian = ""brotherly"" or ""fraternal""<br>1) son of Shemida of Manasseh"
292,from H251 and H5068,Ahinadab,"Ahinadab = ""my brother is liberal, or, noble""<br>1) a supply officer of Solomon"
293,from H251 and H5278,Ahinoam,"Ahinoam = ""my brother is delight""<br>1) wife of Saul, daughter of Ahimaaz<br>2) wife of David, mother of Amnon, a Jezreelitess"
294,from H251 and H5564,Ahisamach,"Ahisamach = ""my brother is support (has supported)""<br>1) a Danite, father of Aholiab, a workman on the tabernacle"
295,from H251 and H5828,Ahiezer,"Ahiezer = ""my brother is help""<br>1) a Danite chief who assisted Moses<br>2) a Danite chief, one of David's heroes"
296,from H251 and H6965,Ahikam,"Ahikam = ""my brother has risen (arisen)""<br>1) son of Shaphan, an officer in Josiah's reign<br>2) protector of Jeremiah<br>3) father of Gedaliah"
297,from H251 and H7311,Ahiram,"Ahiram = ""my brother is exalted"" or ""brother or (the) lofty""<br>1) a Benjamite, son of Benjamin"
